Datetime,Open,High,Low,Close,Volume
2024-05-09T09:15:00,21510.5,21510.55,21497.25,21509.35,560
2024-05-09T09:16:00,21499.15,21499.15,21499.15,21499.15,80
2024-05-09T09:17:00,21505.0,21505.0,21500.0,21503.85,160
2024-05-09T09:18:00,21492.7,21494.4,21480.55,21487.9,520
2024-05-09T09:19:00,21480.0,21486.75,21480.0,21482.05,120
2024-05-09T09:20:00,21473.8,21478.3,21469.55,21472.4,760
2024-05-09T09:21:00,21475.0,21475.0,21473.6,21474.95,280
2024-05-09T09:24:00,21470.7,21470.7,21470.7,21470.7,160
2024-05-09T09:25:00,21470.0,21470.0,21460.7,21460.7,120
2024-05-09T09:26:00,21448.2,21448.2,21448.2,21448.2,40
2024-05-09T09:27:00,21447.5,21448.45,21447.5,21448.45,80
2024-05-09T09:28:00,21455.85,21455.85,21455.85,21455.85,40
2024-05-09T09:29:00,21450.0,21450.0,21438.35,21438.35,240
2024-05-09T09:30:00,21439.2,21442.5,21439.2,21442.5,160
2024-05-09T09:31:00,21441.15,21441.15,21441.15,21441.15,40
2024-05-09T09:32:00,21450.5,21451.5,21450.5,21451.5,80
2024-05-09T09:35:00,21452.2,21452.2,21452.2,21452.2,400
2024-05-09T09:36:00,21452.2,21452.2,21452.2,21452.2,40
2024-05-09T09:37:00,21457.8,21460.45,21457.45,21460.45,120
2024-05-09T09:38:00,21450.0,21450.0,21450.0,21450.0,40
2024-05-09T09:39:00,21430.0,21440.5,21430.0,21440.5,160
2024-05-09T09:40:00,21445.75,21445.75,21445.75,21445.75,40
2024-05-09T09:42:00,21440.4,21440.4,21440.4,21440.4,200
2024-05-09T09:44:00,21434.95,21437.25,21434.95,21437.25,120
2024-05-09T09:46:00,21442.9,21442.9,21436.0,21436.0,680
2024-05-09T09:47:00,21420.0,21420.0,21420.0,21420.0,40
2024-05-09T09:49:00,21417.45,21434.2,21417.45,21434.2,120
2024-05-09T09:50:00,21429.75,21429.75,21429.75,21429.75,40
2024-05-09T09:51:00,21444.0,21447.25,21441.1,21447.25,320
2024-05-09T09:52:00,21445.35,21445.35,21442.05,21442.05,280
2024-05-09T09:53:00,21455.0,21455.0,21455.0,21455.0,40
2024-05-09T09:56:00,21455.0,21455.0,21449.45,21449.45,280
2024-05-09T09:57:00,21436.0,21436.0,21436.0,21436.0,40
2024-05-09T09:58:00,21434.15,21434.15,21419.35,21419.35,200
2024-05-09T09:59:00,21430.4,21430.4,21430.4,21430.4,40
2024-05-09T10:00:00,21426.05,21430.0,21426.05,21430.0,240
2024-05-09T10:01:00,21430.45,21430.45,21430.45,21430.45,40
2024-05-09T10:03:00,21436.05,21436.05,21436.05,21436.05,40
2024-05-09T10:04:00,21425.9,21431.0,21425.9,21431.0,120
2024-05-09T10:06:00,21440.0,21440.2,21440.0,21440.2,160
2024-05-09T10:08:00,21442.85,21442.85,21442.85,21442.85,80
2024-05-09T10:10:00,21439.85,21439.85,21439.85,21439.85,40
2024-05-09T10:11:00,21430.0,21430.0,21430.0,21430.0,40
2024-05-09T10:12:00,21423.45,21423.45,21410.0,21417.9,320
2024-05-09T10:13:00,21412.3,21412.3,21412.3,21412.3,40
2024-05-09T10:14:00,21395.05,21396.85,21375.0,21378.4,1440
2024-05-09T10:15:00,21380.5,21391.9,21359.15,21391.9,1000
