Datetime,Open,High,Low,Close,Volume
2024-05-09T10:16:00,21395.95,21395.95,21393.95,21393.95,200
2024-05-09T10:17:00,21381.0,21381.0,21381.0,21381.0,80
2024-05-09T10:18:00,21382.0,21386.8,21382.0,21386.8,120
2024-05-09T10:19:00,21377.0,21377.0,21377.0,21377.0,40
2024-05-09T10:20:00,21377.0,21377.0,21375.0,21375.0,80
2024-05-09T10:21:00,21362.9,21362.9,21340.0,21340.0,1880
2024-05-09T10:23:00,21352.0,21352.0,21345.0,21345.0,640
2024-05-09T10:24:00,21352.0,21352.0,21345.1,21345.1,280
2024-05-09T10:25:00,21340.0,21340.0,21322.6,21322.6,560
2024-05-09T10:26:00,21330.0,21348.55,21330.0,21348.55,120
2024-05-09T10:28:00,21332.05,21332.05,21330.8,21330.8,240
2024-05-09T10:29:00,21330.75,21330.75,21330.75,21330.75,120
2024-05-09T10:30:00,21341.1,21341.1,21337.7,21339.55,720
2024-05-09T10:31:00,21341.1,21350.6,21341.1,21350.6,80
2024-05-09T10:33:00,21345.0,21351.8,21345.0,21351.8,80
2024-05-09T10:34:00,21354.3,21354.3,21352.35,21352.35,80
2024-05-09T10:35:00,21358.9,21358.9,21357.05,21357.05,80
2024-05-09T10:36:00,21355.3,21355.3,21355.3,21355.3,40
2024-05-09T10:37:00,21349.0,21349.0,21349.0,21349.0,40
2024-05-09T10:38:00,21348.5,21348.5,21348.5,21348.5,80
2024-05-09T10:39:00,21353.0,21353.0,21353.0,21353.0,40
2024-05-09T10:40:00,21346.9,21346.9,21346.9,21346.9,80
2024-05-09T10:41:00,21358.6,21358.6,21358.6,21358.6,80
2024-05-09T10:42:00,21353.45,21353.45,21353.45,21353.45,40
2024-05-09T10:43:00,21352.0,21353.0,21352.0,21353.0,80
2024-05-09T10:46:00,21338.55,21338.55,21338.55,21338.55,40
2024-05-09T10:47:00,21336.7,21336.7,21336.7,21336.7,40
2024-05-09T10:48:00,21334.75,21344.6,21334.75,21344.6,160
2024-05-09T10:50:00,21339.15,21339.15,21339.15,21339.15,360
2024-05-09T10:54:00,21340.25,21340.25,21340.25,21340.25,40
2024-05-09T10:55:00,21329.6,21335.15,21329.6,21335.15,760
2024-05-09T10:56:00,21345.0,21345.0,21345.0,21345.0,40
2024-05-09T10:57:00,21345.4,21345.4,21345.4,21345.4,600
2024-05-09T10:58:00,21350.0,21354.6,21350.0,21353.0,200
2024-05-09T10:59:00,21345.4,21345.4,21345.4,21345.4,40
2024-05-09T11:02:00,21334.0,21334.0,21315.95,21324.7,600
2024-05-09T11:03:00,21319.6,21324.35,21318.75,21324.35,200
2024-05-09T11:04:00,21328.5,21328.5,21328.4,21328.4,120
2024-05-09T11:05:00,21320.4,21320.4,21294.85,21296.2,1120
2024-05-09T11:06:00,21306.2,21307.65,21298.9,21298.9,520
2024-05-09T11:08:00,21310.0,21310.0,21310.0,21310.0,80
2024-05-09T11:09:00,21305.85,21305.85,21305.0,21305.0,80
2024-05-09T11:10:00,21305.3,21305.5,21305.3,21305.5,80
2024-05-09T11:11:00,21298.9,21303.6,21294.45,21298.4,480
2024-05-09T11:12:00,21305.65,21305.65,21305.65,21305.65,40
2024-05-09T11:13:00,21308.35,21308.35,21308.35,21308.35,40
2024-05-09T11:16:00,21296.05,21297.75,21296.05,21297.75,120
2024-05-09T11:17:00,21290.85,21290.85,21290.85,21290.85,80
2024-05-09T11:18:00,21294.0,21294.8,21290.0,21294.8,120
2024-05-09T11:19:00,21292.0,21292.0,21275.05,21275.05,560
2024-05-09T11:20:00,21277.25,21292.1,21277.25,21292.1,160
2024-05-09T11:21:00,21292.4,21292.4,21282.65,21282.65,80
2024-05-09T11:22:00,21269.8,21277.3,21267.15,21277.3,960
2024-05-09T11:23:00,21270.0,21277.3,21270.0,21277.3,520
2024-05-09T11:24:00,21265.0,21265.0,21254.65,21254.65,720
2024-05-09T11:25:00,21250.0,21250.0,21241.0,21241.0,160
2024-05-09T11:26:00,21268.2,21268.2,21268.2,21268.2,40
2024-05-09T11:28:00,21263.0,21263.0,21263.0,21263.0,40
2024-05-09T11:30:00,21254.85,21254.85,21254.85,21254.85,80
2024-05-09T11:31:00,21266.55,21266.55,21266.55,21266.55,40
2024-05-09T11:33:00,21270.0,21270.0,21270.0,21270.0,40
2024-05-09T11:34:00,21286.9,21295.35,21286.9,21290.5,320
2024-05-09T11:35:00,21284.9,21290.0,21284.9,21290.0,160
2024-05-09T11:36:00,21282.3,21282.3,21275.35,21275.35,160
2024-05-09T11:37:00,21276.05,21283.0,21276.05,21283.0,120
2024-05-09T11:38:00,21283.0,21283.2,21283.0,21283.2,120
2024-05-09T11:39:00,21298.3,21298.3,21298.3,21298.3,40
2024-05-09T11:40:00,21300.0,21300.0,21300.0,21300.0,560
2024-05-09T11:42:00,21290.0,21290.0,21290.0,21290.0,40
2024-05-09T11:43:00,21287.7,21296.65,21287.7,21296.65,200
2024-05-09T11:46:00,21311.0,21325.0,21311.0,21325.0,240
2024-05-09T11:47:00,21325.7,21325.7,21325.05,21325.05,80
2024-05-09T11:48:00,21331.75,21334.65,21329.1,21329.1,360
2024-05-09T11:49:00,21321.0,21321.0,21321.0,21321.0,40
2024-05-09T11:50:00,21321.0,21321.0,21321.0,21321.0,80
2024-05-09T11:51:00,21326.9,21326.9,21326.9,21326.9,40
2024-05-09T11:52:00,21327.3,21327.3,21327.3,21327.3,40
2024-05-09T11:53:00,21323.2,21323.2,21323.2,21323.2,80
2024-05-09T11:54:00,21324.1,21324.1,21310.0,21310.0,80
2024-05-09T11:56:00,21317.0,21317.0,21317.0,21317.0,80
2024-05-09T11:57:00,21315.0,21315.0,21315.0,21315.0,40
2024-05-09T12:00:00,21324.0,21324.0,21317.2,21317.2,80
2024-05-09T12:03:00,21303.25,21309.8,21303.25,21309.8,80
2024-05-09T12:07:00,21317.9,21317.9,21317.9,21317.9,40
2024-05-09T12:08:00,21318.0,21318.0,21318.0,21318.0,40
2024-05-09T12:09:00,21309.65,21309.65,21309.65,21309.65,40
2024-05-09T12:12:00,21318.8,21326.15,21318.8,21326.15,80
2024-05-09T12:13:00,21317.95,21317.95,21317.95,21317.95,160
2024-05-09T12:16:00,21325.0,21325.0,21325.0,21325.0,400
2024-05-09T12:17:00,21333.5,21333.5,21333.5,21333.5,40
2024-05-09T12:18:00,21335.55,21345.0,21335.55,21345.0,440
2024-05-09T12:19:00,21352.9,21352.9,21348.65,21348.7,160
2024-05-09T12:20:00,21348.1,21348.1,21348.1,21348.1,40
2024-05-09T12:25:00,21330.0,21330.0,21330.0,21330.0,40
2024-05-09T12:27:00,21318.55,21324.8,21318.55,21324.8,80
2024-05-09T12:28:00,21324.8,21324.8,21324.8,21324.8,40
2024-05-09T12:29:00,21329.9,21329.9,21329.9,21329.9,40
2024-05-09T12:30:00,21315.0,21315.0,21315.0,21315.0,40
2024-05-09T12:33:00,21317.75,21317.75,21317.75,21317.75,40
2024-05-09T12:39:00,21316.45,21316.45,21305.0,21312.05,400
2024-05-09T12:40:00,21310.0,21310.0,21310.0,21310.0,80
2024-05-09T12:41:00,21300.0,21300.0,21300.0,21300.0,80
2024-05-09T12:44:00,21310.35,21310.35,21310.35,21310.35,40
2024-05-09T12:47:00,21288.8,21288.8,21284.45,21288.15,360
2024-05-09T12:48:00,21289.6,21289.6,21268.0,21268.0,520
2024-05-09T12:51:00,21268.0,21268.0,21254.65,21255.85,240
2024-05-09T12:52:00,21253.45,21253.45,21241.7,21241.7,440
2024-05-09T12:53:00,21236.2,21236.2,21232.3,21235.6,160
2024-05-09T12:54:00,21246.0,21246.0,21245.0,21245.0,440
2024-05-09T12:55:00,21232.0,21235.15,21232.0,21234.5,120
2024-05-09T12:57:00,21236.0,21236.0,21223.65,21223.65,2120
2024-05-09T12:58:00,21226.0,21227.7,21226.0,21227.7,80
2024-05-09T13:01:00,21250.1,21250.1,21244.95,21244.95,80
2024-05-09T13:03:00,21243.1,21249.95,21243.1,21249.95,80
2024-05-09T13:04:00,21253.1,21253.1,21253.1,21253.1,40
2024-05-09T13:06:00,21245.95,21245.95,21237.7,21243.2,160
2024-05-09T13:08:00,21246.4,21246.4,21246.4,21246.4,40
2024-05-09T13:10:00,21236.0,21237.15,21235.0,21235.0,160
2024-05-09T13:11:00,21234.8,21234.8,21234.8,21234.8,400
2024-05-09T13:14:00,21244.8,21244.8,21244.8,21244.8,40
2024-05-09T13:16:00,21240.0,21240.0,21240.0,21240.0,40
2024-05-09T13:21:00,21240.0,21240.0,21240.0,21240.0,200
2024-05-09T13:22:00,21241.8,21241.8,21241.8,21241.8,40
2024-05-09T13:24:00,21237.95,21237.95,21232.2,21234.15,160
2024-05-09T13:26:00,21251.4,21251.4,21251.4,21251.4,80
2024-05-09T13:27:00,21247.4,21256.0,21247.4,21256.0,80
2024-05-09T13:28:00,21261.7,21270.6,21261.7,21268.9,200
2024-05-09T13:30:00,21260.0,21260.0,21260.0,21260.0,80
2024-05-09T13:32:00,21264.0,21264.0,21264.0,21264.0,40
2024-05-09T13:35:00,21257.25,21257.25,21257.25,21257.25,40
2024-05-09T13:37:00,21268.1,21268.1,21268.1,21268.1,40
2024-05-09T13:39:00,21275.0,21275.0,21275.0,21275.0,40
2024-05-09T13:42:00,21275.0,21275.0,21275.0,21275.0,40
2024-05-09T13:47:00,21285.0,21296.75,21285.0,21296.75,280
2024-05-09T13:48:00,21308.95,21320.0,21299.75,21320.0,400
2024-05-09T13:49:00,21309.4,21309.4,21309.4,21309.4,40
2024-05-09T13:50:00,21313.45,21313.45,21313.45,21313.45,40
2024-05-09T13:51:00,21298.6,21298.65,21298.6,21298.65,80
2024-05-09T13:54:00,21284.35,21284.35,21284.35,21284.35,40
2024-05-09T13:55:00,21273.35,21273.35,21273.35,21273.35,400
2024-05-09T13:56:00,21263.75,21263.75,21260.3,21262.0,160
2024-05-09T13:57:00,21260.9,21260.9,21260.9,21260.9,40
2024-05-09T13:58:00,21260.65,21260.65,21260.65,21260.65,80
2024-05-09T14:00:00,21250.0,21250.0,21248.85,21248.85,80
2024-05-09T14:02:00,21233.6,21233.6,21231.95,21231.95,120
2024-05-09T14:03:00,21239.85,21255.55,21239.85,21255.55,440
2024-05-09T14:04:00,21251.1,21251.1,21251.1,21251.1,40
2024-05-09T14:06:00,21252.95,21252.95,21252.0,21252.0,80
2024-05-09T14:07:00,21267.5,21267.5,21262.5,21262.5,80
2024-05-09T14:08:00,21272.9,21284.05,21269.25,21284.05,160
2024-05-09T14:09:00,21284.05,21289.95,21284.05,21289.95,120
2024-05-09T14:10:00,21286.7,21286.7,21286.7,21286.7,40
2024-05-09T14:11:00,21275.75,21275.75,21275.75,21275.75,280
2024-05-09T14:14:00,21279.55,21279.85,21279.55,21279.85,120
2024-05-09T14:18:00,21275.55,21275.55,21271.65,21271.65,80
2024-05-09T14:20:00,21266.1,21266.1,21266.1,21266.1,40
2024-05-09T14:21:00,21275.0,21275.0,21275.0,21275.0,40
2024-05-09T14:26:00,21275.0,21275.0,21275.0,21275.0,240
2024-05-09T14:28:00,21259.05,21259.05,21259.05,21259.05,80
2024-05-09T14:36:00,21249.55,21249.55,21247.0,21247.0,160
2024-05-09T14:39:00,21240.0,21240.0,21240.0,21240.0,120
2024-05-09T14:40:00,21240.0,21240.0,21220.6,21220.6,1160
2024-05-09T14:41:00,21228.35,21228.35,21220.0,21220.5,200
2024-05-09T14:43:00,21217.35,21217.35,21206.55,21206.55,240
2024-05-09T14:44:00,21200.0,21200.0,21170.0,21185.5,880
2024-05-09T14:45:00,21174.4,21187.3,21172.5,21187.3,160
2024-05-09T14:46:00,21194.85,21194.85,21194.85,21194.85,40
2024-05-09T14:47:00,21200.3,21213.6,21194.1,21213.6,200
2024-05-09T14:48:00,21206.7,21206.7,21178.5,21183.9,1400
2024-05-09T14:49:00,21185.1,21198.75,21185.1,21198.75,560
2024-05-09T14:50:00,21208.5,21208.5,21208.5,21208.5,40
2024-05-09T14:52:00,21219.4,21219.4,21219.4,21219.4,40
2024-05-09T14:53:00,21219.15,21219.15,21210.0,21210.0,80
2024-05-09T14:54:00,21206.0,21206.0,21206.0,21206.0,40
2024-05-09T14:55:00,21210.5,21210.5,21210.0,21210.0,240
2024-05-09T14:56:00,21212.3,21212.3,21207.2,21207.2,120
2024-05-09T14:57:00,21201.2,21208.35,21201.2,21205.0,240
2024-05-09T14:58:00,21203.5,21205.25,21203.5,21205.25,160
2024-05-09T14:59:00,21208.3,21214.1,21203.85,21203.85,160
2024-05-09T15:00:00,21198.75,21198.75,21187.0,21187.85,160
2024-05-09T15:01:00,21193.0,21193.35,21180.0,21181.8,560
2024-05-09T15:02:00,21165.0,21166.15,21165.0,21166.15,360
2024-05-09T15:03:00,21164.25,21169.25,21154.75,21154.75,1640
2024-05-09T15:04:00,21161.05,21172.55,21161.05,21172.55,320
2024-05-09T15:05:00,21166.2,21166.2,21159.5,21159.5,120
2024-05-09T15:06:00,21166.75,21171.9,21166.75,21168.65,200
2024-05-09T15:07:00,21174.6,21174.6,21164.4,21164.4,120
2024-05-09T15:08:00,21153.85,21155.9,21138.6,21138.6,1760
2024-05-09T15:11:00,21158.85,21169.0,21158.05,21159.65,1120
2024-05-09T15:12:00,21165.0,21165.0,21162.0,21162.0,80
2024-05-09T15:13:00,21162.7,21165.1,21162.7,21163.75,280
2024-05-09T15:14:00,21154.9,21154.9,21154.9,21154.9,40
2024-05-09T15:15:00,21158.6,21159.1,21154.5,21159.1,120
2024-05-09T15:16:00,21154.5,21160.25,21153.75,21153.75,120
2024-05-09T15:17:00,21155.05,21155.05,21155.05,21155.05,40
2024-05-09T15:18:00,21158.3,21165.15,21158.25,21163.2,480
2024-05-09T15:19:00,21163.2,21163.2,21163.2,21163.2,40
2024-05-09T15:20:00,21172.1,21173.7,21172.1,21173.7,200
2024-05-09T15:23:00,21161.8,21163.45,21160.05,21163.3,160
2024-05-09T15:24:00,21163.15,21163.15,21158.05,21158.05,640
2024-05-09T15:25:00,21165.0,21169.9,21165.0,21169.9,80
2024-05-09T15:26:00,21170.0,21173.6,21170.0,21173.6,120
2024-05-09T15:27:00,21173.65,21173.65,21166.2,21166.2,400
2024-05-09T15:28:00,21170.0,21174.3,21170.0,21174.3,360
2024-05-09T15:29:00,21170.0,21173.05,21164.6,21164.6,1760
2024-05-10T09:15:00,21193.6,21193.6,21190.55,21190.55,160
2024-05-10T09:16:00,21164.6,21190.0,21164.6,21190.0,280
2024-05-10T09:17:00,21200.0,21200.0,21200.0,21200.0,40
2024-05-10T09:18:00,21194.35,21194.35,21194.35,21194.35,80
2024-05-10T09:19:00,21183.6,21183.6,21150.6,21150.6,80
2024-05-10T09:20:00,21150.6,21160.2,21150.6,21160.2,80
2024-05-10T09:21:00,21171.55,21175.0,21171.55,21175.0,80
2024-05-10T09:23:00,21198.0,21213.35,21198.0,21207.0,720
2024-05-10T09:24:00,21214.4,21220.5,21214.4,21215.25,240
2024-05-10T09:25:00,21210.45,21232.65,21210.45,21231.85,200
2024-05-10T09:26:00,21236.8,21236.8,21227.65,21227.65,600
2024-05-10T09:28:00,21242.25,21242.25,21234.6,21234.6,600
2024-05-10T09:29:00,21249.0,21252.3,21249.0,21252.3,200
2024-05-10T09:30:00,21261.45,21265.4,21247.4,21247.4,240
2024-05-10T09:31:00,21245.35,21248.65,21245.35,21247.0,200
2024-05-10T09:32:00,21250.0,21250.0,21243.3,21243.3,160
2024-05-10T09:33:00,21242.35,21244.9,21233.8,21238.85,320
2024-05-10T09:34:00,21238.05,21238.05,21235.25,21235.25,120
2024-05-10T09:35:00,21235.25,21235.25,21222.65,21230.5,1640
2024-05-10T09:36:00,21235.4,21235.4,21235.4,21235.4,40
2024-05-10T09:37:00,21244.3,21245.0,21241.75,21241.75,360
2024-05-10T09:38:00,21238.35,21239.45,21237.65,21239.45,1040
2024-05-10T09:39:00,21241.35,21241.35,21237.55,21238.6,320
2024-05-10T09:40:00,21228.35,21239.25,21219.3,21239.25,440
2024-05-10T09:41:00,21238.35,21238.35,21230.25,21230.25,440
2024-05-10T09:42:00,21233.75,21238.75,21233.75,21237.4,680
2024-05-10T09:43:00,21245.4,21260.0,21245.4,21260.0,280
2024-05-10T09:44:00,21255.0,21268.6,21255.0,21268.6,720
2024-05-10T09:45:00,21270.8,21282.25,21267.65,21267.65,800
2024-05-10T09:46:00,21260.7,21267.85,21260.7,21264.35,1080
2024-05-10T09:48:00,21262.0,21262.5,21262.0,21262.5,80
2024-05-10T09:49:00,21262.0,21267.0,21262.0,21267.0,120
2024-05-10T09:50:00,21253.55,21253.55,21253.55,21253.55,40
2024-05-10T09:51:00,21265.85,21265.85,21265.85,21265.85,40
2024-05-10T09:52:00,21273.0,21280.1,21273.0,21280.1,120
2024-05-10T09:53:00,21289.0,21301.0,21289.0,21300.55,160
2024-05-10T09:54:00,21300.55,21300.55,21300.55,21300.55,80
2024-05-10T09:55:00,21300.55,21300.55,21300.0,21300.0,80
2024-05-10T09:56:00,21301.0,21304.0,21295.15,21295.15,240
2024-05-10T09:57:00,21296.0,21301.8,21295.55,21295.55,320
2024-05-10T09:58:00,21300.1,21302.0,21299.45,21299.85,160
2024-05-10T10:00:00,21326.3,21335.0,21326.3,21335.0,560
2024-05-10T10:01:00,21334.5,21334.5,21329.9,21329.9,320
2024-05-10T10:02:00,21330.0,21338.0,21330.0,21337.6,200
2024-05-10T10:03:00,21342.6,21353.55,21341.05,21345.05,880
2024-05-10T10:04:00,21345.0,21345.0,21345.0,21345.0,160
2024-05-10T10:06:00,21345.0,21360.0,21345.0,21358.2,200
2024-05-10T10:07:00,21369.45,21369.45,21369.45,21369.45,1000
2024-05-10T10:08:00,21360.0,21360.0,21352.3,21352.3,80
2024-05-10T10:09:00,21343.65,21350.0,21343.65,21350.0,120
2024-05-10T10:10:00,21350.0,21353.85,21350.0,21353.85,80
2024-05-10T10:11:00,21345.4,21351.5,21345.4,21351.5,80
2024-05-10T10:12:00,21353.1,21357.0,21353.1,21354.0,160
2024-05-10T10:13:00,21352.6,21352.6,21352.6,21352.6,40
2024-05-10T10:14:00,21356.3,21356.3,21356.3,21356.3,40
2024-05-10T10:16:00,21337.3,21337.3,21337.3,21337.3,40
2024-05-10T10:17:00,21349.0,21360.05,21349.0,21360.05,160
2024-05-10T10:18:00,21354.35,21354.35,21354.35,21354.35,40
2024-05-10T10:20:00,21340.0,21340.0,21324.05,21324.05,80
2024-05-10T10:21:00,21310.15,21310.15,21303.35,21305.0,240
2024-05-10T10:22:00,21307.1,21307.1,21307.1,21307.1,40
2024-05-10T10:23:00,21324.65,21324.65,21307.7,21307.7,120
2024-05-10T10:24:00,21310.0,21310.0,21302.6,21302.6,80
2024-05-10T10:25:00,21308.65,21313.7,21308.65,21313.7,240
2024-05-10T10:26:00,21327.45,21327.45,21327.45,21327.45,40
2024-05-10T10:29:00,21309.0,21310.1,21309.0,21310.1,160
2024-05-10T10:31:00,21319.2,21319.2,21290.0,21290.0,200
2024-05-10T10:32:00,21293.2,21297.5,21293.2,21297.5,80
2024-05-10T10:33:00,21305.2,21305.2,21300.15,21300.15,80
2024-05-10T10:34:00,21313.9,21313.9,21313.9,21313.9,40
2024-05-10T10:35:00,21314.05,21314.05,21314.05,21314.05,40
2024-05-10T10:36:00,21330.0,21330.0,21330.0,21330.0,40
2024-05-10T10:39:00,21315.1,21327.5,21315.1,21327.5,120
2024-05-10T10:40:00,21330.1,21330.1,21330.1,21330.1,80
2024-05-10T10:41:00,21319.35,21319.35,21319.35,21319.35,40
2024-05-10T10:42:00,21324.1,21326.2,21324.1,21326.2,80
2024-05-10T10:46:00,21300.0,21300.0,21288.3,21288.3,160
2024-05-10T10:47:00,21277.0,21285.55,21277.0,21285.55,80
2024-05-10T10:49:00,21285.55,21285.55,21284.1,21284.1,80
2024-05-10T10:50:00,21277.3,21285.0,21277.3,21277.3,480
2024-05-10T10:51:00,21277.3,21277.3,21258.0,21258.0,200
2024-05-10T10:52:00,21245.1,21262.0,21245.1,21261.95,200
2024-05-10T10:53:00,21253.6,21253.6,21253.35,21253.35,80
2024-05-10T10:55:00,21253.35,21253.35,21253.35,21253.35,40
2024-05-10T10:56:00,21261.7,21264.7,21261.7,21264.7,160
2024-05-10T10:57:00,21262.1,21262.1,21255.4,21255.4,80
2024-05-10T10:58:00,21254.7,21254.7,21254.7,21254.7,40
2024-05-10T11:00:00,21262.0,21262.0,21262.0,21262.0,80
2024-05-10T11:01:00,21255.0,21255.0,21255.0,21255.0,80
2024-05-10T11:05:00,21270.0,21270.0,21265.35,21265.35,80
2024-05-10T11:06:00,21279.7,21279.7,21273.0,21273.0,80
2024-05-10T11:07:00,21271.25,21285.75,21271.25,21285.75,80
2024-05-10T11:08:00,21290.0,21290.0,21290.0,21290.0,40
2024-05-10T11:09:00,21286.05,21290.0,21286.05,21290.0,160
2024-05-10T11:12:00,21287.1,21287.1,21287.1,21287.1,80
2024-05-10T11:19:00,21299.0,21302.55,21299.0,21302.55,120
2024-05-10T11:20:00,21305.05,21305.05,21305.05,21305.05,40
2024-05-10T11:21:00,21305.05,21305.05,21305.05,21305.05,40
2024-05-10T11:23:00,21326.4,21326.4,21320.9,21320.9,160
2024-05-10T11:25:00,21326.55,21326.55,21326.55,21326.55,40
2024-05-10T11:27:00,21319.9,21319.9,21319.9,21319.9,120
2024-05-10T11:28:00,21325.8,21325.8,21312.0,21312.0,120
2024-05-10T11:29:00,21307.85,21311.0,21307.85,21311.0,80
2024-05-10T11:30:00,21307.6,21307.6,21307.6,21307.6,40
2024-05-10T11:32:00,21304.0,21304.0,21304.0,21304.0,120
2024-05-10T11:36:00,21298.7,21298.7,21298.65,21298.65,120
2024-05-10T11:37:00,21288.35,21302.65,21288.35,21302.65,1600
2024-05-10T11:38:00,21290.25,21290.25,21290.25,21290.25,40
2024-05-10T11:42:00,21286.05,21286.05,21286.05,21286.05,40
2024-05-10T11:43:00,21288.0,21288.0,21288.0,21288.0,40
2024-05-10T11:45:00,21293.45,21293.45,21278.3,21278.3,160
2024-05-10T11:48:00,21290.9,21290.9,21277.0,21277.0,200
2024-05-10T11:50:00,21267.55,21267.55,21267.55,21267.55,400
2024-05-10T11:51:00,21275.0,21275.0,21275.0,21275.0,40
2024-05-10T11:52:00,21279.35,21279.35,21278.8,21278.8,200
2024-05-10T11:54:00,21264.35,21264.35,21264.35,21264.35,40
2024-05-10T11:57:00,21250.0,21250.0,21248.0,21248.0,80
2024-05-10T11:59:00,21258.75,21258.75,21254.6,21254.6,120
2024-05-10T12:00:00,21260.25,21265.65,21260.25,21265.65,120
2024-05-10T12:02:00,21265.85,21265.85,21265.85,21265.85,40
2024-05-10T12:07:00,21267.55,21267.55,21267.55,21267.55,80
2024-05-10T12:10:00,21269.4,21269.4,21269.4,21269.4,80
2024-05-10T12:11:00,21274.85,21274.85,21274.85,21274.85,40
2024-05-10T12:12:00,21265.85,21265.85,21265.85,21265.85,40
2024-05-10T12:17:00,21260.0,21260.0,21245.0,21245.0,160
2024-05-10T12:19:00,21241.1,21248.35,21239.3,21248.35,120
2024-05-10T12:21:00,21257.55,21258.65,21257.55,21258.65,160
2024-05-10T12:22:00,21257.6,21257.6,21257.6,21257.6,120
2024-05-10T12:23:00,21250.1,21250.1,21250.1,21250.1,40
2024-05-10T12:24:00,21246.0,21246.0,21246.0,21246.0,40
2024-05-10T12:26:00,21212.0,21212.0,21212.0,21212.0,40
2024-05-10T12:27:00,21211.7,21213.75,21211.7,21213.75,240
2024-05-10T12:28:00,21231.0,21231.0,21231.0,21231.0,40
2024-05-10T12:29:00,21236.65,21236.65,21236.65,21236.65,40
2024-05-10T12:34:00,21236.65,21236.65,21236.65,21236.65,80
2024-05-10T12:35:00,21237.45,21237.45,21237.45,21237.45,40
2024-05-10T12:37:00,21228.6,21234.2,21228.6,21234.2,320
2024-05-10T12:38:00,21237.35,21237.35,21237.35,21237.35,40
2024-05-10T12:40:00,21222.1,21222.1,21219.4,21219.4,80
2024-05-10T12:41:00,21221.7,21221.7,21221.7,21221.7,200
2024-05-10T12:43:00,21233.7,21233.7,21233.7,21233.7,400
2024-05-10T12:44:00,21219.65,21219.65,21219.65,21219.65,120
2024-05-10T12:45:00,21214.05,21214.05,21207.85,21210.15,400
2024-05-10T12:46:00,21205.5,21205.5,21184.7,21184.7,440
2024-05-10T12:47:00,21184.05,21184.05,21175.0,21175.0,80
2024-05-10T12:48:00,21175.0,21175.0,21175.0,21175.0,80
